elesnrave,elesnrtotal,numtotal,tenTotal,snr15num,snr20num,snrave,snrtotal,number,gpsz_tmean,gpsz_stdz,R,speed,gpsx,gpsy,gpsh,Class
1029,6174,6,194,5,3,20,122,6,147,24,24,0,116.26731,40.041,26.5,indoor
970,5818,6,194,4,2,19,115,6,147,24,20,4,116.26731,40.04136,26.81,indoor
959,5754,6,194,4,2,19,114,6,147,24,20,2,116.26724,40.04178,26.41,indoor
961,5767,6,194,4,2,19,113,6,147,24,19,2,116.26723,40.04119,26.48,indoor
761,4568,6,194,3,1,16,93,0,147,24,20,1,116.26723,40.04204,26.94,indoor
716,4295,6,194,2,1,14,86,6,147,24,20,1,116.26723,40.04204,26.94,indoor
677,4063,6,194,2,1,14,81,6,127,21,20,4,116.26744,40.04181,46.63,indoor
597,3580,6,194,2,0,12,73,6,126,20,20,6,116.26744,40.04177,48.31,indoor
550,3301,6,194,1,0,11,68,6,123,20,11,6,116.26745,40.04179,51.29,indoor
639,3195,5,194,1,0,12,59,5,121,20,17,6,116.26746,40.04179,52.61,indoor
657,2629,4,194,1,0,12,50,4,104,17,20,4,116.26736,40.04175,69.38,indoor
849,2548,3,194,1,1,14,43,3,102,16,4,4,116.26732,40.04175,71.43,indoor
604,4828,8,222,2,1,10,81,8,102,16,4,4,116.26732,40.04175,71.43,indoor
600,4202,7,222,2,1,10,70,7,99,16,20,4,116.26723,40.042,74.46,indoor
871,1742,2,194,1,0,14,29,2,99,16,20,4,116.26723,40.042,74.46,indoor
575,4022,7,222,2,0,10,67,7,99,16,20,4,116.26723,40.042,74.46,indoor
557,3902,7,222,2,0,9,65,7,99,16,4,3,116.26721,40.04204,75.09,indoor
489,3422,7,222,1,0,8,57,7,98,16,20,2,116.26717,40.04211,75.42,indoor
571,1142,2,194,0,0,10,19,2,132,21,20,14,116.26714,40.0422,41.43,indoor
489,3422,7,222,1,0,8,57,7,132,21,20,14,116.26714,40.0422,41.43,indoor
631,1262,2,194,0,0,10,21,2,135,22,20,14,116.2671,40.04224,38.98,indoor
506,3542,7,222,1,0,8,59,7,135,22,20,14,116.2671,40.04224,38.98,indoor
