elesnrave,elesnrtotal,numtotal,tenTotal,snr15num,snr20num,snrave,snrtotal,number,gpsz_tmean,gpsz_stdz,R,speed,gpsx,gpsy,gpsh,Class
846,5924,7,222,5,1,17,117,0,8,1,14,2,116.29488,40.05012,165.49,indoor
788,5513,7,222,4,1,16,109,0,8,1,14,2,116.29488,40.05012,165.49,indoor
763,5343,7,222,4,1,15,105,0,8,1,14,2,116.29488,40.05012,165.49,indoor
735,5146,7,222,3,0,15,103,0,8,1,14,2,116.29488,40.05012,165.49,indoor
682,4771,7,222,4,0,14,98,0,8,1,14,2,116.29488,40.05012,165.49,indoor
620,4956,8,222,5,0,14,115,0,8,1,14,2,116.29488,40.05012,165.49,indoor
599,4195,7,222,3,0,14,97,0,8,1,14,2,116.29488,40.05012,165.49,indoor
739,4434,6,222,5,3,18,111,6,133,22,20,3,116.29531,40.04941,40.68,indoor
678,4070,6,222,5,2,17,104,6,127,21,20,1,116.29554,40.04942,47.1,indoor
715,4289,6,222,5,2,18,108,6,123,20,20,1,116.29553,40.04942,51.05,indoor
719,4312,6,222,5,1,18,107,6,129,21,4,2,116.29555,40.04943,44.49,indoor
792,4754,6,222,5,4,19,114,6,136,22,20,4,116.29554,40.0494,37.8,indoor
802,4810,6,222,5,2,18,110,6,139,22,20,3,116.29555,40.0494,34.51,indoor
685,4109,6,222,5,0,16,98,6,140,23,20,2,116.29555,40.04939,33.49,indoor
640,3841,6,222,5,0,15,91,6,142,23,11,1,116.29551,40.04938,31.74,indoor
663,3977,6,222,5,0,16,94,6,142,23,17,1,116.2955,40.04935,31.74,indoor
644,3866,6,222,5,0,16,94,6,142,23,20,0,116.29548,40.04936,31.74,indoor
645,3869,6,222,5,0,16,93,6,142,23,20,0,116.29547,40.04936,31.74,indoor
656,3935,6,222,5,0,16,95,6,142,23,20,0,116.29543,40.04936,31.74,indoor
679,4072,6,222,5,2,16,98,6,142,23,20,0,116.29533,40.04942,31.74,indoor
689,3446,5,222,5,2,18,89,5,142,23,20,0,116.29532,40.04947,31.74,indoor
748,4487,6,222,6,3,19,113,6,142,23,4,0,116.29529,40.0495,31.74,indoor
731,4385,6,222,5,3,18,111,6,141,23,20,1,116.29529,40.04951,32.79,indoor
707,4244,6,222,5,3,19,112,6,135,22,20,2,116.29531,40.04945,39.14,indoor
737,4422,6,222,4,2,18,106,6,135,22,20,2,116.29531,40.04945,39.14,indoor
675,4048,6,222,5,2,17,103,6,133,22,20,2,116.29532,40.04947,41.16,indoor
640,3840,6,222,5,1,16,99,6,132,21,20,3,116.29532,40.04942,41.77,indoor
647,3883,6,222,5,1,17,100,6,132,21,13,3,116.29531,40.04937,42.08,indoor
651,3904,6,222,5,1,16,99,6,128,21,11,3,116.29529,40.04934,45.83,indoor
604,3625,6,222,5,0,16,96,6,128,21,11,3,116.29529,40.04934,45.83,indoor
598,3585,6,222,5,0,16,96,6,126,20,13,4,116.29526,40.04931,48.28,indoor
692,4842,7,222,6,0,16,114,7,125,20,20,4,116.29526,40.0493,48.79,indoor
753,4516,6,222,5,3,20,123,6,123,20,20,3,116.29527,40.04927,50.63,indoor
793,6345,8,222,8,6,21,170,8,120,19,20,4,116.29524,40.04927,53.74,indoor
855,6840,8,222,8,7,24,188,8,119,19,20,4,116.2952,40.04926,54.95,indoor
872,6973,8,222,8,7,24,191,8,116,19,20,4,116.29525,40.04925,57.91,indoor
840,7561,9,222,8,7,23,207,9,116,19,18,3,116.29541,40.04929,58.15,indoor
808,7271,9,222,8,6,22,200,9,116,19,18,3,116.29545,40.04932,57.74,indoor
912,7297,8,222,8,7,25,202,8,116,19,4,2,116.29545,40.04931,57.35,indoor
890,7123,8,222,8,6,25,197,8,117,19,7,3,116.29547,40.04933,56.47,indoor
841,6728,8,222,8,7,24,188,8,118,19,4,3,116.29544,40.04934,56.11,indoor
813,6504,8,222,8,6,22,180,8,118,19,6,3,116.29545,40.04936,56.06,indoor
756,6047,8,222,8,4,21,168,8,118,19,8,4,116.29544,40.04935,55.76,indoor
737,5895,8,222,7,4,21,166,8,120,19,12,3,116.29545,40.04935,53.62,indoor
729,5829,8,222,7,5,20,163,8,120,19,17,3,116.29543,40.04933,53.55,indoor
702,5619,8,222,7,4,20,160,8,121,20,4,4,116.29542,40.04931,53.08,indoor
661,5285,8,222,5,2,19,154,8,121,20,18,6,116.29543,40.04928,52.81,indoor
625,5002,8,222,5,2,18,141,8,121,20,18,6,116.29543,40.04928,52.81,indoor
669,5355,8,222,5,2,17,133,8,121,20,13,6,116.29546,40.04928,52.69,indoor
624,4994,8,222,5,1,15,122,8,121,20,6,6,116.29547,40.04927,53.24,indoor
618,4944,8,222,4,1,15,121,8,120,19,4,8,116.29548,40.04926,53.59,indoor
535,4282,8,222,3,0,14,111,8,121,20,4,8,116.2955,40.04926,53.26,indoor
607,4247,7,222,4,0,15,102,7,120,19,4,9,116.29553,40.04925,53.7,indoor
565,3955,7,222,3,0,14,96,7,120,19,7,7,116.29556,40.04925,53.71,indoor
546,3820,7,222,3,0,13,93,7,120,19,13,8,116.29557,40.04925,53.73,indoor
529,2644,5,222,3,0,14,72,5,120,19,20,8,116.29558,40.04925,53.76,indoor
512,2562,5,222,2,0,14,70,5,120,19,20,8,116.29559,40.04925,53.76,indoor
530,2649,5,222,3,0,14,71,5,120,19,20,8,116.29561,40.04922,53.79,indoor
530,2648,5,222,3,0,14,72,5,120,19,20,8,116.29561,40.04922,53.79,indoor
601,2404,4,222,3,0,15,61,4,120,19,20,7,116.29562,40.04922,53.79,indoor
610,2441,4,222,3,0,15,61,4,120,19,20,6,116.29565,40.04924,53.79,indoor
592,2369,4,222,3,0,15,60,4,120,19,20,7,116.29563,40.04924,53.78,indoor
592,2369,4,222,3,0,15,60,4,120,19,20,7,116.29563,40.04923,53.78,indoor
589,2355,4,194,3,0,15,59,4,120,19,20,6,116.29569,40.0492,53.77,indoor
571,1714,3,194,3,0,17,50,3,120,19,20,6,116.29569,40.0492,53.77,indoor
499,3994,8,222,4,0,11,88,8,120,19,20,6,116.29569,40.0492,53.77,indoor
537,1612,3,194,3,0,16,48,3,120,19,20,6,116.2957,40.04919,53.76,indoor
486,3892,8,222,4,0,11,86,8,120,19,20,6,116.2957,40.04919,53.76,indoor
511,1532,3,194,1,0,15,45,3,120,19,20,6,116.29572,40.04918,53.76,indoor
476,3812,8,222,2,0,10,83,8,120,19,20,6,116.29572,40.04918,53.76,indoor
489,1467,3,194,1,0,14,43,3,120,19,20,7,116.29574,40.04917,53.76,indoor
468,3747,8,222,2,0,10,81,8,120,19,20,7,116.29574,40.04917,53.76,indoor
455,1366,3,194,1,0,13,40,3,120,19,20,7,116.29576,40.04916,53.76,indoor
456,3646,8,222,2,0,10,78,8,120,19,20,7,116.29576,40.04916,53.76,indoor
463,1388,3,194,1,0,13,39,3,120,19,20,7,116.29577,40.04919,53.77,indoor
458,3668,8,222,2,0,10,77,8,120,19,20,7,116.29577,40.04919,53.77,indoor
451,1353,3,194,1,0,13,38,3,120,19,20,8,116.29578,40.04921,53.77,indoor
454,3633,8,222,2,0,10,76,8,120,19,20,8,116.29578,40.04921,53.77,indoor
445,1334,3,194,0,0,12,37,3,120,19,20,8,116.29578,40.04923,53.77,indoor
452,3614,8,222,1,0,9,75,8,120,19,20,8,116.29578,40.04923,53.77,indoor
486,3399,7,222,1,0,9,64,7,120,19,20,7,116.29577,40.04925,53.78,indoor
499,998,2,194,0,0,12,23,2,120,19,20,6,116.29577,40.04926,53.81,indoor
468,3278,7,222,1,0,9,61,7,120,19,20,6,116.29577,40.04926,53.81,indoor
438,877,2,194,0,0,10,20,2,120,19,4,7,116.29577,40.04925,53.82,indoor
451,3157,7,222,1,0,8,58,7,120,19,4,7,116.29577,40.04925,53.82,indoor
438,877,2,194,0,0,10,20,0,120,19,4,7,116.29577,40.04925,53.83,indoor
388,775,2,194,0,0,9,18,0,120,19,4,7,116.29577,40.04925,53.83,indoor
