elesnrave,elesnrtotal,numtotal,tenTotal,snr15num,snr20num,snrave,snrtotal,number,gpsz_tmean,gpsz_stdz,R,Class
648,11015,17,361,17,16,26,435,12,137,22,3,outdoor
651,11073,17,361,17,16,26,435,12,137,22,3,outdoor
642,10912,17,361,17,14,25,424,10,137,22,3,outdoor
661,10576,16,361,16,15,26,419,10,137,22,3,outdoor
636,10172,16,361,16,15,26,414,10,137,22,3,outdoor
654,10457,16,361,16,16,26,422,11,137,22,3,outdoor
644,10304,16,361,16,16,26,413,10,137,22,3,outdoor
709,10637,15,361,15,15,26,397,10,137,22,3,outdoor
705,10580,15,361,15,15,26,396,10,137,22,3,outdoor
708,10615,15,361,15,13,26,396,10,137,22,3,outdoor
671,10733,16,361,16,12,26,416,10,137,22,3,outdoor
700,10496,15,361,15,12,27,400,11,137,22,3,outdoor
697,10448,15,361,15,12,27,399,11,137,22,3,outdoor
698,10472,15,361,15,12,27,399,11,137,22,3,outdoor
657,11161,17,361,17,13,26,436,11,137,22,3,outdoor
677,10837,16,361,16,12,26,417,12,137,22,3,outdoor
661,11240,17,361,17,13,26,443,10,137,22,3,outdoor
926,12971,14,361,14,12,30,427,10,137,22,3,outdoor
1101,13210,12,361,12,11,32,388,11,137,22,3,outdoor
927,12980,14,361,14,13,30,421,11,136,22,3,outdoor
994,12920,13,361,13,12,32,415,11,136,22,3,outdoor
902,12624,14,361,13,13,31,430,11,136,22,3,outdoor
991,12878,13,361,12,12,32,418,10,136,22,3,outdoor
933,13061,14,361,13,13,32,442,10,136,22,3,outdoor
929,13929,15,361,15,14,31,466,10,136,22,3,outdoor
882,13232,15,361,15,14,30,448,10,136,22,3,outdoor
830,12444,15,361,15,14,29,439,10,136,22,3,outdoor
814,12212,15,361,15,14,29,433,10,136,22,3,outdoor
885,13276,15,361,15,14,30,457,10,136,22,3,outdoor
902,13528,15,361,15,14,31,471,10,136,22,3,outdoor
876,13145,15,361,15,14,31,459,10,136,22,3,outdoor
874,13106,15,361,14,14,30,452,10,136,22,3,outdoor
866,12988,15,361,14,14,30,447,10,136,22,3,outdoor
822,13157,16,361,15,15,29,468,10,136,22,3,outdoor
812,12995,16,361,15,15,29,468,10,136,22,3,outdoor
864,12964,15,361,15,14,31,464,11,136,22,3,outdoor
830,12450,15,361,15,15,31,458,11,136,22,3,outdoor
829,12432,15,361,15,15,30,449,11,136,22,3,outdoor
