elesnrave,elesnrtotal,numtotal,tenTotal,snr15num,snr20num,snrave,snrtotal,number,gpsz_tmean,gpsz_stdz,R,Class
580,3479,6,167,4,3,17,104,4,131,21,64,indoor
524,5759,11,194,5,3,13,142,5,131,21,64,indoor
524,5759,11,194,5,3,13,142,5,131,21,64,indoor
517,5690,11,194,5,3,13,141,5,381,62,5688,indoor
517,5690,11,194,5,3,13,141,5,381,62,5688,indoor
572,3429,6,167,4,3,17,104,0,381,62,5688,indoor
514,5656,11,194,5,3,13,140,5,381,62,5688,indoor
682,4089,6,167,3,2,18,105,3,381,62,5688,indoor
579,6369,11,194,4,2,13,143,8,381,62,5688,indoor
579,6369,11,194,4,2,13,143,8,107,17,200,indoor
866,5197,6,167,5,4,21,124,0,107,17,200,indoor
884,5306,6,167,5,4,21,125,0,381,62,5756,indoor
690,7586,11,194,6,4,15,163,5,381,62,5756,indoor
681,7491,11,194,6,4,15,160,5,381,62,5756,indoor
681,7491,11,194,6,4,15,160,5,381,62,5756,indoor
757,5302,7,194,5,4,18,128,0,381,62,5756,indoor
632,7582,12,222,6,4,14,166,5,381,62,5756,indoor
844,5067,6,167,5,4,20,119,0,381,62,5756,indoor
656,7219,11,194,6,3,14,154,5,381,62,5756,indoor
726,5081,7,194,5,3,18,124,0,381,62,5756,indoor
613,7361,12,222,6,3,14,162,5,381,62,5756,indoor
716,5013,7,194,5,3,18,123,0,381,62,5756,indoor
775,4650,6,167,5,2,18,111,0,381,62,5756,indoor
588,7062,12,222,6,2,13,156,5,381,62,5756,indoor
664,5314,8,222,6,2,18,140,0,381,62,5756,indoor
732,5855,8,222,7,3,20,160,4,381,62,5756,indoor
728,5827,8,222,7,4,20,160,4,65,11,200,indoor
692,5533,8,222,6,3,19,151,3,70,11,200,indoor
601,7813,13,250,7,3,15,189,8,70,11,200,indoor
725,4349,6,167,4,2,18,109,0,72,12,200,indoor
701,4208,6,167,4,2,18,105,0,381,62,4125,indoor
590,6488,11,194,5,2,13,143,5,381,62,4125,indoor
699,4195,6,167,4,2,17,104,4,381,62,4332,indoor
692,4149,6,167,4,2,17,102,3,72,12,96,indoor
584,6429,11,194,5,2,13,140,8,72,12,96,indoor
575,6326,11,194,4,2,13,138,5,72,12,200,indoor
565,6215,11,194,4,2,12,135,5,381,62,2640,indoor
656,3935,6,167,3,2,16,97,0,381,62,2781,indoor
565,6215,11,194,4,2,12,135,5,381,62,2781,indoor
654,3924,6,167,3,2,16,96,0,381,62,2959,indoor
564,6204,11,194,4,2,12,134,5,381,62,2959,indoor
666,3995,6,167,3,2,16,97,0,381,62,3156,indoor
570,6275,11,194,4,2,12,135,5,381,62,3360,indoor
678,4066,6,167,4,2,16,98,0,381,62,3578,indoor
577,6346,11,194,5,2,12,136,5,381,62,3578,indoor
591,6499,11,194,4,2,12,137,5,381,62,4070,indoor
709,4255,6,167,3,2,16,99,0,381,62,4359,indoor
709,4255,6,167,3,2,16,99,0,381,62,4660,indoor
594,6535,11,194,4,2,12,137,5,381,62,4660,indoor
591,6500,11,194,4,2,12,136,5,381,62,4950,indoor
585,6440,11,194,5,2,12,136,5,381,62,5268,indoor
693,4160,6,167,4,2,16,98,0,381,62,5632,indoor
585,6440,11,194,5,2,12,136,5,381,62,5632,indoor
