elesnrave,elesnrtotal,numtotal,tenTotal,snr15num,snr20num,snrave,snrtotal,number,gpsz_tmean,gpsz_stdz,R,Class
950,14255,15,250,15,11,26,385,8,110,18,8,indoor
937,14053,15,250,15,12,25,378,8,110,18,7,indoor
942,14128,15,250,15,13,25,380,8,110,18,7,indoor
964,14453,15,250,15,13,25,382,8,110,18,7,indoor
962,14437,15,250,15,13,25,382,8,110,18,7,indoor
945,14181,15,250,15,13,25,373,8,110,18,7,indoor
963,14450,15,250,15,13,26,383,8,110,18,7,indoor
986,14786,15,250,15,13,26,391,8,110,18,7,indoor
958,14367,15,250,15,13,25,380,8,110,18,7,indoor
967,14498,15,250,15,12,25,382,8,111,18,7,indoor
946,14187,15,250,15,13,25,380,8,112,18,7,indoor
920,13805,15,250,15,12,25,374,7,112,18,7,indoor
913,13698,15,250,15,12,25,376,8,112,18,7,indoor
903,13545,15,250,15,11,25,372,8,111,18,6,indoor
873,13096,15,250,14,11,24,365,8,111,18,6,indoor
914,13708,15,250,14,13,25,378,8,111,18,6,indoor
954,14316,15,250,14,14,26,391,8,112,18,6,indoor
942,14129,15,250,14,14,26,386,8,112,18,11,indoor
932,13977,15,250,14,14,25,379,8,112,18,11,indoor
942,14137,15,250,15,14,25,377,8,112,18,11,indoor
924,13865,15,250,15,13,25,374,8,112,18,11,indoor
928,13922,15,250,15,13,25,370,8,112,18,11,indoor
903,13542,15,250,15,13,25,370,8,116,19,11,indoor
900,13498,15,250,15,13,24,367,8,120,19,11,indoor
923,13843,15,250,15,14,25,373,8,124,20,11,indoor
891,13367,15,250,15,13,24,360,8,127,21,12,indoor
886,13288,15,250,15,12,24,359,8,129,21,13,indoor
921,13815,15,250,15,12,25,368,8,131,21,13,indoor
907,13611,15,250,15,13,24,364,8,131,21,13,indoor
900,13496,15,250,15,13,25,372,8,135,22,13,indoor
923,13842,15,250,15,13,25,378,8,138,22,13,indoor
912,13678,15,250,15,13,25,369,8,142,23,13,indoor
954,14315,15,250,15,14,25,380,8,144,23,13,indoor
848,13568,16,250,14,13,24,381,8,146,24,12,indoor
868,13894,16,250,14,13,25,393,8,145,23,12,indoor
860,13762,16,250,14,13,24,389,8,146,24,12,indoor
843,13483,16,250,14,12,24,388,8,146,24,11,indoor
838,13410,16,250,14,12,24,385,8,147,24,11,indoor
843,13484,16,250,14,13,24,378,8,147,24,11,indoor
853,13651,16,250,14,12,24,384,8,143,23,11,indoor
850,13603,16,250,14,13,24,383,8,144,23,11,indoor
829,13269,16,250,14,12,24,384,8,145,23,11,indoor
850,13595,16,250,15,12,24,377,8,144,23,11,indoor
860,13768,16,250,15,12,24,386,8,144,23,11,indoor
847,13545,16,250,15,12,24,385,8,147,24,11,indoor
847,13552,16,250,15,11,24,385,8,148,24,11,indoor
870,13914,16,250,15,11,25,397,8,150,24,11,indoor
844,13502,16,250,15,10,24,386,8,151,24,11,indoor
849,13579,16,250,15,12,24,388,8,153,25,11,indoor
862,13790,16,250,15,13,25,396,8,153,25,11,indoor
