elesnrave,elesnrtotal,numtotal,tenTotal,snr15num,snr20num,snrave,snrtotal,number,gpsz_tmean,gpsz_stdz,R,Class
744,4464,6,306,6,3,21,125,6,87,14,70,indoor
744,4464,6,306,6,3,21,125,5,84,14,68,indoor
701,4206,6,306,6,3,20,117,5,103,17,68,indoor
715,4291,6,306,6,3,20,121,5,128,21,62,indoor
640,4481,7,306,7,3,20,138,5,140,23,41,indoor
603,4224,7,306,6,3,20,138,5,146,24,38,indoor
556,4450,8,306,6,2,19,151,6,145,23,35,indoor
534,4268,8,306,6,2,18,147,6,144,23,34,indoor
533,4261,8,306,6,1,18,145,7,145,23,32,indoor
506,4550,9,306,7,2,18,164,7,144,23,31,indoor
507,4564,9,306,7,3,18,165,7,144,23,29,indoor
561,5614,10,306,8,4,18,182,7,136,22,31,indoor
561,5610,10,306,8,4,18,185,6,132,21,29,indoor
570,5704,10,306,8,3,19,189,6,126,20,28,indoor
570,5704,10,306,8,3,19,189,6,123,20,27,indoor
599,5988,10,306,9,3,19,194,6,122,20,27,indoor
638,6383,10,306,8,3,19,191,7,120,19,25,indoor
655,6553,10,306,8,3,20,196,7,111,18,23,indoor
642,6421,10,306,8,4,20,195,7,100,16,22,indoor
658,6582,10,306,8,5,19,194,7,93,15,19,indoor
637,6367,10,306,9,4,19,188,7,83,13,19,indoor
657,6570,10,306,9,4,20,195,8,80,13,18,indoor
648,6480,10,306,9,3,19,191,8,79,13,17,indoor
665,6648,10,306,10,3,20,197,7,78,13,16,indoor
678,6781,10,306,10,4,20,203,8,78,13,15,indoor
661,7270,11,306,11,5,20,220,8,78,13,14,indoor
613,7358,12,306,11,5,19,233,9,69,11,16,indoor
625,8126,13,306,11,5,20,259,6,63,10,19,indoor
637,8280,13,306,12,6,21,270,5,55,9,21,indoor
546,7638,14,306,13,6,20,286,5,48,8,21,indoor
556,7787,14,306,14,7,21,291,7,40,6,20,indoor
499,7479,15,306,14,5,19,286,7,36,6,19,indoor
482,7230,15,306,13,6,19,283,9,33,5,17,indoor
475,7119,15,306,13,5,19,279,10,33,5,17,indoor
474,7103,15,306,13,4,18,277,10,24,4,17,indoor
488,7324,15,306,13,5,19,282,10,27,4,17,indoor
491,7370,15,306,13,5,19,283,10,20,3,18,indoor
490,7345,15,306,13,5,19,279,10,20,3,20,indoor
488,7317,15,306,13,5,19,278,6,19,3,20,indoor
491,7364,15,306,13,5,19,280,5,19,3,21,indoor
508,7616,15,306,14,6,19,284,5,18,3,20,indoor
538,8069,15,306,13,7,19,290,7,15,2,18,indoor
536,8038,15,306,13,7,19,289,7,16,3,16,indoor
506,7583,15,306,12,6,18,277,7,15,2,15,indoor
529,7929,15,306,12,5,19,281,9,16,3,14,indoor
544,8165,15,306,12,5,19,284,9,14,2,13,indoor
527,7901,15,306,12,5,19,281,9,13,2,13,indoor
510,7656,15,306,12,5,19,279,9,13,2,12,indoor
505,7581,15,306,12,5,18,276,9,13,2,12,indoor
494,7406,15,306,12,5,18,276,9,13,2,12,indoor
489,7333,15,306,12,5,18,273,8,13,2,11,indoor
481,7215,15,306,12,5,18,269,8,13,2,11,indoor
517,7238,14,306,11,4,18,256,8,13,2,13,indoor
521,7288,14,306,11,4,18,257,7,13,2,13,indoor
530,7425,14,306,11,5,18,256,7,13,2,13,indoor
544,7611,14,306,11,5,19,262,7,13,2,13,indoor
582,6980,12,306,9,4,19,225,7,13,2,13,indoor
596,7147,12,306,9,4,19,228,7,13,2,13,indoor
637,7007,11,306,8,3,18,203,8,13,2,13,indoor
661,7268,11,306,8,3,19,207,7,13,2,13,indoor
624,6860,11,306,8,3,18,203,7,13,2,12,indoor
647,6468,10,306,8,3,19,191,7,12,2,13,indoor
637,6374,10,306,8,3,19,187,6,12,2,13,indoor
636,6356,10,306,8,3,19,186,6,13,2,13,indoor
614,6144,10,306,8,3,18,179,6,12,2,14,indoor
620,6201,10,306,8,3,18,181,6,12,2,15,indoor
587,5872,10,306,7,3,17,174,4,12,2,15,indoor
587,5872,10,306,7,3,17,174,5,12,2,17,indoor
