elesnrave,elesnrtotal,numtotal,tenTotal,snr15num,snr20num,snrave,snrtotal,number,gpsz_tmean,gpsz_stdz,R,Class
750,3749,5,139,5,3,20,100,4,130,21,96,indoor
747,3734,5,139,5,3,21,103,4,130,21,96,indoor
747,3734,5,139,5,3,21,103,4,130,21,96,indoor
734,4405,6,167,6,3,21,124,0,381,62,5680,indoor
608,6685,11,194,7,3,15,162,5,381,62,5680,indoor
744,4461,6,167,6,3,22,131,0,381,62,5680,indoor
636,6991,11,194,7,3,16,171,5,381,62,5680,indoor
636,6991,11,194,7,3,16,171,5,381,62,5680,indoor
628,6903,11,194,7,3,15,169,5,381,62,5680,indoor
770,4623,6,167,6,3,22,131,0,381,62,5680,indoor
788,4726,6,167,6,4,22,133,0,381,62,5680,indoor
798,4786,6,167,6,4,22,135,0,381,62,5680,indoor
642,7066,11,194,7,4,16,173,5,381,62,5680,indoor
789,4733,6,167,6,4,22,132,0,381,62,5680,indoor
638,7013,11,194,7,4,15,170,5,381,62,5680,indoor
798,4790,6,167,6,4,22,132,5,381,62,5680,indoor
798,4790,6,167,6,4,22,132,5,381,62,5680,indoor
800,4801,6,167,6,5,22,131,5,62,10,48,indoor
803,5619,7,194,7,5,21,145,6,58,9,48,indoor
806,5645,7,194,7,5,21,145,6,55,9,48,indoor
811,5680,7,194,7,5,21,144,6,57,9,48,indoor
810,5672,7,194,7,5,20,143,6,60,10,48,indoor
834,5840,7,194,7,6,21,150,6,61,10,48,indoor
860,6021,7,194,7,6,23,158,6,63,10,32,indoor
811,6487,8,222,8,7,23,184,7,65,11,32,indoor
787,6298,8,222,8,7,22,178,7,67,11,24,indoor
818,6546,8,222,8,7,23,182,7,68,11,24,indoor
852,6815,8,222,8,8,25,199,7,73,12,32,indoor
810,7287,9,250,9,8,24,215,8,81,13,32,indoor
821,7388,9,250,9,8,24,218,8,85,14,32,indoor
830,7466,9,250,9,8,24,217,8,88,14,24,indoor
821,7389,9,250,9,7,24,214,8,91,15,24,indoor
807,7261,9,250,9,7,23,211,8,91,15,16,indoor
795,7154,9,250,9,7,23,206,8,92,15,16,indoor
767,6904,9,250,9,7,22,196,0,92,15,16,indoor
656,9184,14,278,10,7,17,234,5,92,15,16,indoor
636,8899,14,278,10,6,16,225,5,381,62,273,indoor
733,6600,9,250,9,6,21,185,7,381,62,301,indoor
733,6600,9,250,9,6,21,185,7,381,62,301,indoor
738,6642,9,250,9,6,20,183,7,93,15,12,indoor
730,6566,9,250,9,5,20,180,7,93,15,12,indoor
716,6441,9,250,9,4,20,177,0,381,62,143,indoor
708,6368,9,250,8,4,19,174,7,381,62,143,indoor
701,6310,9,250,8,4,19,172,0,94,15,16,indoor
614,8590,14,278,9,4,15,210,5,94,15,16,indoor
681,6133,9,250,8,4,18,166,0,381,62,121,indoor
681,6133,9,250,8,4,18,166,0,381,62,134,indoor
589,8250,14,278,9,4,14,200,5,95,15,16,indoor
594,8311,14,278,9,5,14,202,5,381,62,123,indoor
670,6031,9,250,8,5,18,164,0,381,62,123,indoor
693,6236,9,250,8,6,19,168,8,381,62,139,indoor
629,6286,10,278,8,6,18,178,8,96,16,16,indoor
675,6751,10,278,8,6,19,187,8,97,16,16,indoor
769,6920,9,250,8,6,20,181,8,97,16,16,indoor
782,7036,9,250,8,7,21,185,8,97,16,16,indoor
774,6968,9,250,7,7,21,185,8,98,16,16,indoor
780,7016,9,250,7,7,21,186,8,98,16,16,indoor
702,7024,10,278,7,6,20,197,8,98,16,16,indoor
764,6872,9,250,8,6,21,185,8,99,16,12,indoor
810,7288,9,250,8,7,22,195,8,99,16,12,indoor
806,7252,9,250,8,7,22,194,8,99,16,12,indoor
853,7679,9,250,8,8,23,208,8,100,16,12,indoor
918,8263,9,250,8,8,25,227,8,100,16,12,indoor
1146,10310,9,250,9,9,31,281,8,101,16,8,indoor
1170,10526,9,250,9,9,32,284,8,101,16,8,indoor
1057,10569,10,278,9,9,29,294,8,102,16,8,indoor
1177,10591,9,250,9,9,32,285,8,102,16,8,indoor
1208,10872,9,250,9,9,32,290,8,102,16,8,indoor
1226,11033,9,250,9,9,33,293,8,102,16,8,indoor
1224,11014,9,250,9,9,32,292,8,102,16,8,indoor
1222,10994,9,250,9,9,32,290,8,103,17,6,indoor
1195,10757,9,250,9,8,31,283,8,103,17,6,indoor
1201,10809,9,250,9,8,32,284,8,103,17,6,indoor
1190,10706,9,250,9,8,31,283,8,103,17,6,indoor
1181,10625,9,250,9,8,31,280,8,103,17,6,indoor
1050,10502,10,278,9,8,29,288,8,103,17,6,indoor
1127,10146,9,250,9,8,30,268,8,103,17,6,indoor
1114,10025,9,250,9,9,30,269,8,103,17,6,indoor
1103,9926,9,250,9,9,30,268,8,103,17,6,indoor
1097,9870,9,250,9,9,30,267,8,103,17,6,indoor
1078,9704,9,250,9,9,29,263,8,104,17,6,indoor
1078,9704,9,250,9,9,29,263,8,105,17,6,indoor
969,9692,10,278,10,10,28,281,8,105,17,6,indoor
972,9717,10,278,10,10,28,280,8,105,17,6,indoor
971,9708,10,278,10,10,28,279,8,105,17,6,indoor
961,9613,10,278,10,9,28,275,8,105,17,6,indoor
973,9729,10,278,10,9,28,279,8,105,17,6,indoor
1021,10212,10,278,10,9,29,287,8,105,17,6,indoor
1024,10242,10,278,10,10,29,288,8,106,17,6,indoor
1037,10366,10,278,10,10,29,292,8,106,17,6,indoor
1022,10223,10,278,10,10,29,288,8,106,17,6,indoor
1023,10232,10,278,10,9,29,286,8,106,17,6,indoor
1021,10209,10,278,10,9,29,286,8,106,17,6,indoor
1022,10222,10,278,10,9,29,288,8,106,17,6,indoor
1126,10136,9,250,9,9,30,268,8,106,17,6,indoor
1006,10059,10,278,10,9,28,282,8,106,17,6,indoor
995,9953,10,278,10,9,28,278,8,106,17,6,indoor
1062,10616,10,278,10,9,29,287,8,106,17,6,indoor
1047,10471,10,278,9,9,28,283,8,106,17,6,indoor
1049,10486,10,278,10,9,28,283,8,106,17,6,indoor
1165,10487,9,250,9,9,30,269,8,107,17,6,indoor
1188,10693,9,250,9,9,30,268,8,107,17,6,indoor
1237,11132,9,250,9,8,31,275,8,107,17,6,indoor
1224,11013,9,250,9,8,30,272,8,107,17,6,indoor
1268,11412,9,250,9,9,31,283,8,107,17,6,indoor
1302,11721,9,250,9,9,32,292,8,107,17,6,indoor
1304,11732,9,250,9,9,33,293,8,107,17,6,indoor
1299,11693,9,250,9,9,33,296,8,107,17,6,indoor
1313,11814,9,250,9,9,34,302,8,107,17,6,indoor
1300,11696,9,250,9,9,33,301,8,107,17,6,indoor
1294,11646,9,250,9,9,33,298,8,107,17,6,indoor
1277,11493,9,250,9,9,33,295,8,107,17,6,indoor
1284,11557,9,250,9,9,33,298,8,107,17,6,indoor
1274,11462,9,250,9,9,33,295,8,107,17,6,indoor
1271,11442,9,250,9,9,33,295,8,107,17,6,indoor
1294,11650,9,250,9,9,33,297,8,107,17,6,indoor
1293,11638,9,250,9,9,33,296,8,107,17,6,indoor
1321,11887,9,250,9,9,34,302,8,107,17,4,indoor
1339,12049,9,250,9,9,35,313,8,107,17,4,indoor
1338,12046,9,250,9,9,35,315,8,107,17,4,indoor
1339,12049,9,250,9,9,35,315,8,107,17,4,indoor
1335,12017,9,250,9,9,35,313,8,107,17,4,indoor
1344,12093,9,250,9,9,35,317,8,107,17,4,indoor
1340,12056,9,250,9,9,35,316,8,107,17,4,indoor
1359,12234,9,250,9,9,35,318,8,107,17,4,indoor
1354,12188,9,250,9,9,36,321,8,107,17,4,indoor
1354,12188,9,250,9,9,36,321,8,107,17,4,indoor
1363,12269,9,250,9,9,36,322,8,106,17,4,indoor
1364,12277,9,250,9,9,36,321,8,106,17,4,indoor
1360,12240,9,250,9,9,36,322,8,106,17,4,indoor
1357,12209,9,250,9,9,36,322,8,106,17,4,indoor
1376,12381,9,250,9,9,36,324,8,106,17,4,indoor
1392,12532,9,250,9,9,36,328,8,106,17,4,indoor
1385,12469,9,250,9,9,37,331,8,106,17,4,indoor
1394,12542,9,250,9,9,37,331,8,106,17,4,indoor
1380,12422,9,250,9,9,37,329,8,106,17,4,indoor
1371,12336,9,250,9,9,36,327,8,106,17,4,indoor
1399,12587,9,250,9,9,37,333,8,106,17,4,indoor
1387,12480,9,250,9,9,37,332,8,106,17,4,indoor
1395,12558,9,250,9,9,37,333,8,106,17,4,indoor
1370,12327,9,250,9,9,36,328,8,106,17,4,indoor
1361,12248,9,250,9,9,37,329,8,106,17,4,indoor
1357,12211,9,250,9,9,36,327,8,106,17,4,indoor
1351,12160,9,250,9,9,36,325,8,106,17,4,indoor
1327,11945,9,250,9,9,35,317,8,106,17,4,indoor
1327,11940,9,250,9,9,35,317,8,106,17,4,indoor
1314,11823,9,250,9,9,35,314,8,106,17,4,indoor
1350,12147,9,250,9,9,36,325,8,106,17,4,indoor
1347,12119,9,250,9,9,36,324,8,106,17,4,indoor
1343,12086,9,250,9,9,36,320,8,106,17,4,indoor
1333,11996,9,250,9,9,35,318,8,106,17,4,indoor
1314,11828,9,250,9,9,35,314,8,106,17,4,indoor
1306,11756,9,250,9,9,35,315,8,106,17,4,indoor
1332,11984,9,250,9,9,35,319,8,106,17,4,indoor
1317,11857,9,250,9,9,35,315,8,106,17,4,indoor
1317,11849,9,250,9,9,35,316,8,106,17,4,indoor
1323,11911,9,250,9,9,35,317,8,106,17,4,indoor
1327,11939,9,250,9,9,35,319,8,106,17,4,indoor
1343,12087,9,250,9,9,36,323,8,106,17,4,indoor
1354,12185,9,250,9,9,36,325,8,106,17,4,indoor
1370,12332,9,250,9,9,37,331,8,106,17,4,indoor
1366,12295,9,250,9,9,37,332,8,106,17,4,indoor
1372,12344,9,250,9,9,38,340,9,106,17,4,indoor
1352,12165,9,250,9,9,37,336,9,106,17,4,indoor
1337,12037,9,250,9,9,37,334,9,106,17,4,indoor
1320,11876,9,250,9,9,37,332,9,106,17,4,indoor
1306,11756,9,250,9,9,37,329,9,106,17,4,indoor
1303,11724,9,250,9,9,37,329,9,106,17,4,indoor
1325,11922,9,250,9,9,37,329,9,106,17,4,indoor
1346,12114,9,250,9,9,37,333,9,106,17,4,indoor
1398,12586,9,250,9,9,38,340,9,106,17,4,indoor
1390,12506,9,250,9,9,38,339,9,106,17,4,indoor
1403,12625,9,250,9,9,38,345,9,106,17,4,indoor
1393,12537,9,250,9,9,38,342,9,106,17,4,indoor
1388,12490,9,250,9,9,38,340,9,106,17,4,indoor
1396,12561,9,250,9,9,38,341,9,106,17,4,indoor
1391,12516,9,250,9,9,37,337,9,106,17,4,indoor
1390,12506,9,250,9,9,37,336,9,107,17,4,indoor
1397,12576,9,250,9,9,38,338,9,107,17,4,indoor
1405,12646,9,250,9,9,38,338,9,107,17,4,indoor
1411,12700,9,250,9,9,38,338,9,107,17,4,indoor
1401,12608,9,250,9,9,37,336,9,107,17,4,indoor
1384,12455,9,250,9,9,37,332,9,107,17,4,indoor
1375,12375,9,250,9,9,37,331,9,107,17,4,indoor
1390,12510,9,250,9,9,37,335,9,107,17,4,indoor
1369,12317,9,250,9,9,37,331,9,107,17,4,indoor
1359,12227,9,250,9,9,37,329,9,107,17,4,indoor
1349,12139,9,250,9,9,36,326,9,107,17,4,indoor
1335,12011,9,250,9,9,36,323,9,107,17,4,indoor
1330,11971,9,250,9,9,36,321,9,107,17,4,indoor
1330,11974,9,250,9,9,36,321,9,107,17,4,indoor
1334,12006,9,250,9,9,36,322,9,107,17,4,indoor
1338,12041,9,250,9,9,36,321,9,107,17,4,indoor
1353,12178,9,250,9,9,36,320,9,107,17,4,indoor
1343,12090,9,250,9,9,35,318,9,107,17,4,indoor
1349,12140,9,250,9,9,35,318,9,107,17,4,indoor
1365,12288,9,250,9,9,36,323,9,107,17,4,indoor
1347,12120,9,250,9,9,36,320,9,107,17,4,indoor
1342,12082,9,250,9,9,36,320,9,108,17,4,indoor
1340,12061,9,250,9,9,36,321,9,108,17,4,indoor
1340,12064,9,250,9,9,36,321,9,108,17,4,indoor
1325,11929,9,250,9,9,35,319,9,108,17,4,indoor
1326,11934,9,250,9,9,35,318,9,108,17,4,indoor
1322,11896,9,250,9,9,35,317,9,108,17,4,indoor
1316,11847,9,250,9,9,35,316,9,108,17,4,indoor
1327,11943,9,250,9,9,35,318,9,108,17,4,indoor
1331,11981,9,250,9,9,35,319,9,108,17,4,indoor
1313,11815,9,250,9,9,35,314,9,108,17,4,indoor
1298,11680,9,250,9,9,35,312,9,108,17,4,indoor
1299,11689,9,250,9,9,35,311,9,108,17,4,indoor
1336,12024,9,250,9,9,35,317,9,108,17,4,indoor
1331,11983,9,250,9,9,35,317,9,108,17,4,indoor
1322,11898,9,250,9,9,35,315,9,108,17,4,indoor
1338,12045,9,250,9,9,36,323,9,108,17,4,indoor
1322,11895,9,250,9,9,35,319,9,108,17,4,indoor
1327,11944,9,250,9,9,36,321,9,108,17,4,indoor
1319,11874,9,250,9,9,36,320,9,108,17,4,indoor
1310,11794,9,250,9,9,35,319,9,108,17,4,indoor
1326,11935,9,250,9,9,36,321,9,108,17,4,indoor
1316,11845,9,250,9,9,35,319,9,108,17,4,indoor
1316,11847,9,250,9,9,35,319,9,108,17,4,indoor
1316,11841,9,250,9,9,36,320,9,108,17,4,indoor
1305,11743,9,250,9,9,35,317,9,108,17,4,indoor
1296,11663,9,250,9,9,35,316,9,108,17,4,indoor
1338,12043,9,250,9,9,36,323,9,108,17,4,indoor
1322,11896,9,250,9,9,36,320,9,108,17,4,indoor
1323,11911,9,250,9,9,36,324,9,108,17,4,indoor
1328,11954,9,250,9,9,36,324,9,108,17,4,indoor
1334,12005,9,250,9,9,36,326,9,108,17,4,indoor
1328,11948,9,250,9,9,36,323,9,108,17,4,indoor
1346,12113,9,250,9,9,36,326,9,108,17,4,indoor
1336,12022,9,250,9,9,36,324,9,108,17,4,indoor
1337,12032,9,250,9,9,36,324,9,108,17,4,indoor
1362,12259,9,250,9,9,36,327,9,108,17,4,indoor
1365,12285,9,250,9,9,36,328,9,108,17,4,indoor
1382,12441,9,250,9,9,37,329,9,108,17,4,indoor
1384,12458,9,250,9,9,36,327,9,108,17,6,indoor
1357,12217,9,250,9,9,36,322,9,108,17,6,indoor
1341,12066,9,250,9,9,35,318,9,108,17,6,indoor
1352,12168,9,250,9,9,35,319,9,108,17,6,indoor
1338,12039,9,250,9,9,35,317,9,108,17,6,indoor
1337,12035,9,250,9,9,35,317,9,108,17,6,indoor
1337,12030,9,250,9,9,35,319,9,108,17,6,indoor
1335,12017,9,250,9,9,35,319,9,108,17,6,indoor
1328,11952,9,250,9,9,35,318,9,108,17,6,indoor
1355,12193,9,250,9,9,36,323,9,108,17,6,indoor
1383,12444,9,250,9,9,36,327,9,108,17,4,indoor
1367,12301,9,250,9,9,37,329,9,108,17,4,indoor
1354,12188,9,250,9,9,36,326,9,108,17,4,indoor
1356,12203,9,250,9,9,36,327,9,108,17,4,indoor
1338,12038,9,250,9,9,36,322,9,108,17,4,indoor
1340,12060,9,250,9,9,36,320,9,108,17,4,indoor
1352,12165,9,250,9,9,36,324,9,108,17,4,indoor
1359,12231,9,250,9,9,36,325,9,108,17,4,indoor
1344,12092,9,250,9,9,36,322,9,108,17,4,indoor
1326,11938,9,250,9,9,36,320,9,108,17,4,indoor
1318,11859,9,250,9,9,35,317,9,108,17,4,indoor
1310,11792,9,250,9,9,35,315,9,108,17,4,indoor
1336,12023,9,250,9,9,35,319,9,108,17,3,indoor
1352,12164,9,250,9,9,35,319,9,108,17,3,indoor
1341,12073,9,250,9,9,35,316,9,108,17,3,indoor
1348,12134,9,250,9,9,36,324,9,108,17,3,indoor
1326,11933,9,250,9,9,36,320,9,108,17,3,indoor
1321,11890,9,250,9,9,35,319,9,108,17,3,indoor
1342,12082,9,250,9,9,36,324,9,108,17,3,indoor
1356,12206,9,250,9,9,36,326,9,108,17,3,indoor
1370,12329,9,250,9,9,36,325,9,108,17,3,indoor
1368,12316,9,250,9,9,36,324,9,108,17,3,indoor
1358,12221,9,250,9,9,36,323,9,108,17,3,indoor
1377,12396,9,250,9,9,36,328,9,108,17,4,indoor
1360,12236,9,250,9,9,36,323,9,108,17,4,indoor
1353,12174,9,250,9,9,36,323,9,108,17,4,indoor
1369,12325,9,250,9,9,36,328,9,108,17,4,indoor
1407,12662,9,250,9,9,37,333,9,108,17,4,indoor
1400,12603,9,250,9,9,37,337,9,108,17,4,indoor
1405,12644,9,250,9,9,38,339,9,108,17,4,indoor
1418,12760,9,250,9,9,38,341,9,108,17,4,indoor
1394,12550,9,250,9,9,37,336,9,108,17,4,indoor
1386,12472,9,250,9,9,37,335,9,108,17,4,indoor
1377,12395,9,250,9,9,37,333,9,108,17,4,indoor
1361,12253,9,250,9,9,37,329,9,108,17,4,indoor
1400,12597,9,250,9,9,37,333,9,108,17,4,indoor
1385,12462,9,250,9,9,37,330,9,108,17,4,indoor
1377,12395,9,250,9,9,37,330,9,108,17,4,indoor
1523,12185,8,222,8,8,38,301,8,108,17,4,indoor
1374,12362,9,250,9,9,36,328,9,108,17,4,indoor
1369,12319,9,250,9,9,36,328,9,108,17,4,indoor
1367,12306,9,250,9,9,36,328,9,108,17,4,indoor
1343,12085,9,250,9,9,36,323,9,108,17,4,indoor
1349,12139,9,250,9,9,36,328,9,108,17,4,indoor
1366,12293,9,250,9,9,37,329,9,108,17,4,indoor
1335,12018,9,250,9,9,36,322,9,109,18,4,indoor
1323,11909,9,250,9,9,35,319,9,109,18,4,indoor
1345,12105,9,250,9,9,36,320,9,109,18,4,indoor
1351,12156,9,250,9,9,35,319,9,109,18,4,indoor
1351,12161,9,250,9,9,36,320,9,109,18,4,indoor
1353,12178,9,250,9,9,36,320,9,110,18,4,indoor
1327,11943,9,250,9,9,35,315,9,110,18,4,indoor
1325,11927,9,250,9,9,35,313,9,110,18,4,indoor
1321,11889,9,250,9,9,35,313,9,110,18,4,indoor
1301,11705,9,250,9,9,34,310,9,111,18,4,indoor
1295,11657,9,250,9,9,34,308,9,111,18,4,indoor
