elesnrave,elesnrtotal,numtotal,tenTotal,snr15num,snr20num,snrave,snrtotal,number,gpsz_tmean,gpsz_stdz,R,Class
1276,12759,10,278,10,10,35,353,10,130,21,8,outdoor
1265,12652,10,278,10,10,35,352,10,128,21,8,outdoor
1250,12498,10,278,10,10,35,348,10,127,21,8,outdoor
1209,12090,10,278,10,10,34,339,9,126,20,8,outdoor
1181,11806,10,278,10,10,33,331,10,126,20,8,outdoor
1156,11557,10,278,10,10,33,327,10,126,20,8,outdoor
1132,11320,10,278,10,10,32,321,10,125,20,8,outdoor
1137,11372,10,278,10,10,32,323,10,125,20,8,outdoor
1114,11135,10,278,10,9,32,319,10,122,20,8,outdoor
1106,11064,10,278,10,9,32,316,10,121,20,8,outdoor
1107,11069,10,278,10,9,32,318,10,120,19,6,outdoor
1236,12363,10,278,10,9,33,334,10,119,19,6,outdoor
1221,12208,10,278,10,9,33,328,10,118,19,6,outdoor
1214,12138,10,278,10,9,32,322,10,117,19,6,outdoor
1201,12011,10,278,10,9,32,318,10,116,19,6,outdoor
1204,12039,10,278,10,9,32,316,10,115,19,6,outdoor
1237,12369,10,278,10,9,33,328,10,114,18,6,outdoor
1244,12435,10,278,10,9,33,330,10,114,18,6,outdoor
1240,12401,10,278,10,9,33,328,10,113,18,6,outdoor
1245,12451,10,278,10,9,33,329,10,112,18,8,outdoor
1236,12365,10,278,10,9,33,326,10,111,18,8,outdoor
1231,12313,10,278,10,8,32,323,10,110,18,8,outdoor
1249,12493,10,278,10,8,32,325,10,110,18,8,outdoor
1245,12447,10,278,10,8,32,322,10,109,18,8,outdoor
1245,12450,10,278,10,8,32,321,9,109,18,8,outdoor
1271,12708,10,278,10,8,33,329,9,108,17,8,outdoor
1276,12756,10,278,10,8,33,330,9,108,17,8,outdoor
1278,12775,10,278,10,8,33,331,9,107,17,8,outdoor
1270,12702,10,278,10,9,33,332,9,107,17,8,outdoor
1283,12826,10,278,9,9,34,338,9,106,17,8,outdoor
1289,12894,10,278,9,9,34,341,9,106,17,8,outdoor
1304,13045,10,278,9,9,34,343,9,105,17,8,outdoor
1302,13022,10,278,9,9,34,342,9,105,17,8,outdoor
1286,12855,10,278,9,9,34,345,9,104,17,6,outdoor
1274,12739,10,278,9,9,34,342,9,104,17,6,outdoor
1271,12710,10,278,9,9,34,340,9,104,17,6,outdoor
1261,12607,10,278,9,9,34,336,9,103,17,6,outdoor
1247,12472,10,278,9,9,33,333,9,103,17,6,outdoor
1375,12377,9,250,9,9,36,321,9,103,17,6,outdoor
1349,12145,9,250,9,9,35,316,9,103,17,6,outdoor
1344,12094,9,250,9,9,35,314,9,102,16,6,outdoor
1346,12111,9,250,9,9,36,320,9,102,16,6,outdoor
1341,12071,9,250,9,9,35,318,9,102,16,6,outdoor
1224,12244,10,278,9,9,33,326,9,102,16,6,outdoor
1222,12220,10,278,9,9,32,325,9,102,16,6,outdoor
1228,12277,10,278,9,9,32,325,9,101,16,6,outdoor
1231,12308,10,278,9,9,33,326,9,101,16,6,outdoor
1224,12243,10,278,9,9,32,325,9,101,16,6,outdoor
1224,12243,10,278,9,9,33,326,10,101,16,6,outdoor
1231,12307,10,278,9,9,33,328,10,101,16,6,outdoor
1229,12291,10,278,9,9,33,327,10,101,16,6,outdoor
1229,12289,10,278,9,9,33,326,10,101,16,6,outdoor
1226,12262,10,278,10,8,32,325,10,101,16,6,outdoor
1200,12003,10,278,10,8,32,318,10,101,16,6,outdoor
1197,11972,10,278,10,9,32,318,10,100,16,6,outdoor
1203,12029,10,278,10,10,32,319,10,100,16,6,outdoor
1203,12031,10,278,10,10,32,318,10,100,16,6,outdoor
1206,12059,10,278,10,10,32,324,10,100,16,6,outdoor
1218,12185,10,278,10,10,32,324,10,100,16,6,outdoor
1225,12249,10,278,10,10,33,326,10,100,16,6,outdoor
1217,12170,10,278,10,10,32,323,10,100,16,6,outdoor
1205,12046,10,278,10,10,32,319,10,100,16,6,outdoor
1191,11911,10,278,10,10,32,315,10,100,16,6,outdoor
1184,11838,10,278,10,10,32,316,10,100,16,6,outdoor
1182,11825,10,278,10,10,32,317,10,100,16,6,outdoor
1163,11628,10,278,10,10,31,312,10,100,16,6,outdoor
1154,11537,10,278,10,10,31,310,10,100,16,6,outdoor
1148,11482,10,278,10,10,31,310,10,100,16,6,outdoor
1136,11365,10,278,10,10,31,311,10,100,16,6,outdoor
1158,11576,10,278,10,9,32,318,10,100,16,6,outdoor
1146,11456,10,278,10,9,32,316,10,100,16,6,outdoor
1096,10959,10,278,10,9,31,310,10,100,16,6,outdoor
1085,10846,10,278,10,10,31,310,10,100,16,6,outdoor
1077,10769,10,278,10,10,31,309,10,100,16,6,outdoor
1068,10683,10,278,10,10,31,306,10,100,16,6,outdoor
1048,10484,10,278,10,10,30,302,10,100,16,8,outdoor
1242,9936,8,167,8,8,32,254,8,172,28,8,outdoor
1052,10520,10,222,10,9,30,299,10,171,28,48,outdoor
1048,10485,10,222,10,9,30,297,10,170,27,8,outdoor
975,10724,11,250,11,9,29,319,10,169,27,8,outdoor
988,10863,11,250,11,9,29,323,10,166,27,8,outdoor
986,10844,11,250,11,10,29,322,10,166,27,8,outdoor
897,10766,12,278,11,10,28,332,10,165,27,8,outdoor
972,10691,11,250,11,10,29,321,10,164,27,8,outdoor
1043,11478,11,250,11,10,30,330,10,163,26,6,outdoor
1088,11969,11,250,11,9,31,337,10,162,26,6,outdoor
1078,11858,11,250,11,9,30,335,10,161,26,6,outdoor
1070,11772,11,250,11,9,30,332,10,160,26,6,outdoor
1066,11724,11,250,11,9,30,334,10,159,26,6,outdoor
1101,12114,11,250,11,9,31,341,10,158,26,6,outdoor
1109,12196,11,250,11,9,31,343,10,157,25,6,outdoor
1121,12334,11,250,11,9,31,345,9,156,25,6,outdoor
1118,12296,11,250,11,9,31,342,9,156,25,6,outdoor
1115,12268,11,250,11,9,31,341,9,155,25,6,outdoor
1115,12263,11,250,11,9,31,341,9,154,25,6,outdoor
1107,12178,11,250,10,9,31,337,9,153,25,6,outdoor
1121,12334,11,250,10,8,31,338,9,152,25,8,outdoor
1117,12286,11,250,10,8,31,337,9,151,24,8,outdoor
1214,12143,10,222,10,8,32,325,9,150,24,8,outdoor
1206,12064,10,222,10,8,32,320,9,150,24,8,outdoor
1192,11924,10,222,10,8,32,317,9,149,24,8,outdoor
1202,12019,10,222,10,8,32,317,9,147,24,6,outdoor
1191,11908,10,222,10,8,31,314,9,146,24,6,outdoor
1189,11886,10,222,9,8,31,312,9,145,23,6,outdoor
1194,11937,10,222,9,8,31,312,8,145,23,6,outdoor
1211,12109,10,222,9,8,31,314,8,144,23,6,outdoor
1217,12170,10,222,9,8,32,315,8,144,23,6,outdoor
1208,12083,10,222,8,8,31,312,8,143,23,6,outdoor
1210,12098,10,222,8,8,31,312,8,143,23,6,outdoor
1326,11934,9,194,8,8,33,296,8,142,23,6,outdoor
